defect_id,machine_id,log_date,defect_count,defect_type
DEF-09029,M010,2025-05-02 03:20:00,2,Solvent
DEF-09030,M010,2025-05-02 04:50:00,29,Machine Component
DEF-09031,M010,2025-05-02 06:15:00,26,Steel
DEF-09032,M010,2025-05-02 07:40:00,4,Coolant
DEF-09033,M010,2025-05-02 07:50:00,8,Reprocessed Plastics
DEF-09034,M010,2025-05-02 09:40:00,4,Machine Component
DEF-09035,M010,2025-05-02 12:40:00,6,Machine Component
DEF-09036,M010,2025-05-02 13:10:00,3,Reprocessed Plastics
DEF-09037,M010,2025-05-02 13:55:00,6,Circuit Board
DEF-09038,M010,2025-05-02 14:00:00,3,Textiles
DEF-09039,M010,2025-05-02 14:50:00,4,Coolant
DEF-09040,M010,2025-05-02 15:10:00,8,Plastic Resin
DEF-09041,M010,2025-05-02 15:15:00,37,Reprocessed Plastics
DEF-09042,M010,2025-05-02 16:05:00,21,Packaging
DEF-09043,M010,2025-05-02 16:15:00,22,Packaging
DEF-09044,M010,2025-05-02 16:20:00,3,Packaging
DEF-09045,M010,2025-05-02 16:55:00,9,Plastic Resin
DEF-09046,M010,2025-05-02 17:20:00,2,Aluminum
DEF-09047,M010,2025-05-02 17:55:00,3,Machine Component
DEF-09048,M010,2025-05-02 18:25:00,21,Catalyst
DEF-09049,M010,2025-05-02 20:35:00,8,Steel
DEF-09050,M010,2025-05-02 21:20:00,4,Circuit Board
DEF-09051,M010,2025-05-02 21:25:00,23,Plastic Resin
DEF-09052,M010,2025-05-03 00:20:00,32,Polypropylene
DEF-09053,M010,2025-05-03 01:10:00,8,Aluminum
DEF-09054,M010,2025-05-03 01:15:00,6,Cotton
DEF-09055,M010,2025-05-03 02:15:00,4,Scrap Steel
DEF-09056,M010,2025-05-03 04:00:00,3,Aluminum
DEF-09057,M010,2025-05-03 04:45:00,40,Steel
DEF-09058,M010,2025-05-03 05:05:00,5,Reprocessed Plastics
DEF-09059,M010,2025-05-03 05:40:00,10,Lead-Based Alloy
DEF-09060,M010,2025-05-03 07:10:00,16,Plastic Resin
DEF-09061,M010,2025-05-03 09:45:00,33,Solvent
DEF-09062,M010,2025-05-03 10:55:00,14,Textiles
DEF-09063,M010,2025-05-03 11:15:00,2,Machine Component
DEF-09064,M010,2025-05-03 11:40:00,8,Lead-Based Alloy
DEF-09065,M010,2025-05-03 13:35:00,6,Polypropylene
DEF-09066,M010,2025-05-03 13:45:00,4,Solvent
DEF-09067,M010,2025-05-03 13:55:00,4,Machine Component
DEF-09068,M010,2025-05-03 14:40:00,20,Aluminum
DEF-09069,M010,2025-05-03 15:35:00,5,Lead-Based Alloy
DEF-09070,M010,2025-05-03 16:00:00,34,Solvent
DEF-09071,M010,2025-05-03 16:05:00,11,Lead-Based Alloy
DEF-09072,M010,2025-05-03 17:00:00,6,Lead-Based Alloy
DEF-09073,M010,2025-05-03 17:40:00,29,Cotton
DEF-09074,M010,2025-05-03 21:10:00,1,Scrap Steel
DEF-09075,M010,2025-05-03 22:00:00,4,Cotton
DEF-09076,M010,2025-05-04 00:25:00,5,Textiles
DEF-09077,M010,2025-05-04 00:30:00,2,Polypropylene
DEF-09078,M010,2025-05-04 00:55:00,4,Lead-Based Alloy
DEF-09079,M010,2025-05-04 02:45:00,7,Coolant
DEF-09080,M010,2025-05-04 03:15:00,2,Lead-Based Alloy
DEF-09081,M010,2025-05-04 04:55:00,23,Lead-Based Alloy
DEF-09082,M010,2025-05-04 05:15:00,22,Lead-Based Alloy
DEF-09083,M010,2025-05-04 06:10:00,16,Lead-Based Alloy
DEF-09084,M010,2025-05-04 07:50:00,29,Coolant
DEF-09085,M010,2025-05-04 08:40:00,21,Scrap Steel
DEF-09086,M010,2025-05-04 09:20:00,10,Reprocessed Plastics
DEF-09087,M010,2025-05-04 10:25:00,5,Machine Component
DEF-09088,M010,2025-05-04 10:30:00,34,Textiles
DEF-09089,M010,2025-05-04 10:45:00,19,Textiles
DEF-09090,M010,2025-05-04 11:30:00,27,Reprocessed Plastics
DEF-09091,M010,2025-05-04 11:50:00,40,Circuit Board
DEF-09092,M010,2025-05-04 14:25:00,3,Polypropylene
DEF-09093,M010,2025-05-04 15:10:00,13,Scrap Steel
DEF-09094,M010,2025-05-04 15:25:00,4,Textiles
DEF-09095,M010,2025-05-04 15:40:00,21,Cotton
DEF-09096,M010,2025-05-04 18:05:00,9,Circuit Board
DEF-09097,M010,2025-05-04 18:50:00,26,Lead-Based Alloy
DEF-09098,M010,2025-05-04 19:45:00,33,Textiles
DEF-09099,M010,2025-05-04 21:20:00,9,Machine Component
DEF-09100,M010,2025-05-04 21:50:00,9,Solvent
DEF-09101,M010,2025-05-04 21:55:00,3,Reprocessed Plastics
DEF-09102,M010,2025-05-04 22:10:00,24,Steel
DEF-09103,M010,2025-05-04 22:45:00,0,Machine Component
DEF-09104,M010,2025-05-05 00:00:00,4,Packaging
DEF-09105,M010,2025-05-05 00:45:00,4,Solvent
DEF-09106,M010,2025-05-05 03:05:00,19,Packaging
DEF-09107,M010,2025-05-05 04:10:00,34,Polypropylene
DEF-09108,M010,2025-05-05 04:30:00,20,Scrap Steel
DEF-09109,M010,2025-05-05 04:45:00,6,Plastic Resin
DEF-09110,M010,2025-05-05 04:55:00,11,Plastic Resin
DEF-09111,M010,2025-05-05 05:15:00,13,Steel
DEF-09112,M010,2025-05-05 05:50:00,20,Catalyst
DEF-09113,M010,2025-05-05 06:25:00,18,Solvent
DEF-09114,M010,2025-05-05 06:30:00,3,Machine Component
DEF-09115,M010,2025-05-05 06:40:00,4,Machine Component
DEF-09116,M010,2025-05-05 06:50:00,30,Packaging
DEF-09117,M010,2025-05-05 09:10:00,37,Lead-Based Alloy
DEF-09118,M010,2025-05-05 09:15:00,2,Circuit Board
DEF-09119,M010,2025-05-05 10:05:00,12,Scrap Steel
DEF-09120,M010,2025-05-05 10:15:00,12,Catalyst
DEF-09121,M010,2025-05-05 10:20:00,19,Sheet Metal
DEF-09122,M010,2025-05-05 10:55:00,4,Scrap Steel
DEF-09123,M010,2025-05-05 13:20:00,17,Catalyst
DEF-09124,M010,2025-05-05 13:40:00,8,Aluminum
DEF-09125,M010,2025-05-05 14:00:00,7,Scrap Steel
DEF-09126,M010,2025-05-05 14:35:00,12,Scrap Steel
DEF-09127,M010,2025-05-05 15:05:00,5,Catalyst
DEF-09128,M010,2025-05-05 16:20:00,24,Circuit Board
DEF-09129,M010,2025-05-05 17:40:00,12,Steel
DEF-09130,M010,2025-05-05 17:45:00,2,Solvent
DEF-09131,M010,2025-05-05 18:00:00,4,Scrap Steel
DEF-09132,M010,2025-05-05 18:30:00,14,Textiles
DEF-09133,M010,2025-05-05 18:35:00,10,Steel
DEF-09134,M010,2025-05-05 20:15:00,16,Industrial Oil
DEF-09135,M010,2025-05-05 20:40:00,11,Polypropylene
DEF-09136,M010,2025-05-05 21:30:00,9,Scrap Steel
DEF-09137,M010,2025-05-05 22:25:00,8,Scrap Steel
DEF-09138,M010,2025-05-05 23:15:00,3,Aluminum
DEF-09139,M010,2025-05-06 00:15:00,3,Packaging
DEF-09140,M010,2025-05-06 00:40:00,31,Lead-Based Alloy
DEF-09141,M010,2025-05-06 01:00:00,12,Circuit Board
DEF-09142,M010,2025-05-06 01:10:00,22,Lead-Based Alloy
DEF-09143,M010,2025-05-06 01:25:00,16,Scrap Steel
DEF-09144,M010,2025-05-06 02:40:00,39,Sheet Metal
DEF-09145,M010,2025-05-06 03:45:00,22,Packaging
DEF-09146,M010,2025-05-06 05:25:00,26,Scrap Steel
DEF-09147,M010,2025-05-06 06:30:00,5,Textiles
DEF-09148,M010,2025-05-06 08:00:00,21,Aluminum
DEF-09149,M010,2025-05-06 09:45:00,23,Scrap Steel
DEF-09150,M010,2025-05-06 10:10:00,8,Industrial Oil
DEF-09151,M010,2025-05-06 10:15:00,10,Sheet Metal
DEF-09152,M010,2025-05-06 11:55:00,21,Cotton
DEF-09153,M010,2025-05-06 12:50:00,6,Packaging
DEF-09154,M010,2025-05-06 13:45:00,11,Scrap Steel
DEF-09155,M010,2025-05-06 14:40:00,4,Sheet Metal
DEF-09156,M010,2025-05-06 15:05:00,10,Polypropylene
DEF-09157,M010,2025-05-06 15:35:00,1,Lead-Based Alloy
DEF-09158,M010,2025-05-06 16:30:00,5,Sheet Metal
DEF-09159,M010,2025-05-06 16:50:00,1,Steel
DEF-09160,M010,2025-05-06 18:15:00,8,Industrial Oil
DEF-09161,M010,2025-05-06 20:10:00,5,Circuit Board
DEF-09162,M010,2025-05-06 21:40:00,12,Scrap Steel
DEF-09163,M010,2025-05-06 22:40:00,6,Polypropylene
DEF-09164,M010,2025-05-06 23:00:00,42,Machine Component
DEF-09165,M010,2025-05-06 23:20:00,30,Solvent
DEF-09166,M010,2025-05-06 23:40:00,8,Packaging
DEF-09167,M010,2025-05-07 02:20:00,12,Steel
DEF-09168,M010,2025-05-07 02:40:00,1,Cotton
DEF-09169,M010,2025-05-07 03:15:00,1,Steel
DEF-09170,M010,2025-05-07 03:45:00,7,Reprocessed Plastics
DEF-09171,M010,2025-05-07 04:05:00,3,Reprocessed Plastics
DEF-09172,M010,2025-05-07 04:45:00,31,Coolant
DEF-09173,M010,2025-05-07 04:50:00,13,Steel
DEF-09174,M010,2025-05-07 05:55:00,1,Machine Component
DEF-09175,M010,2025-05-07 06:05:00,9,Packaging
DEF-09176,M010,2025-05-07 06:15:00,5,Industrial Oil
DEF-09177,M010,2025-05-07 10:25:00,9,Reprocessed Plastics
DEF-09178,M010,2025-05-07 12:20:00,24,Solvent
DEF-09179,M010,2025-05-07 12:30:00,2,Sheet Metal
DEF-09180,M010,2025-05-07 13:15:00,1,Industrial Oil
DEF-09181,M010,2025-05-07 13:45:00,19,Circuit Board
DEF-09182,M010,2025-05-07 14:40:00,30,Coolant
DEF-09183,M010,2025-05-07 15:05:00,1,Scrap Steel
DEF-09184,M010,2025-05-07 15:20:00,4,Machine Component
DEF-09185,M010,2025-05-07 16:20:00,6,Aluminum
DEF-09186,M010,2025-05-07 22:15:00,29,Reprocessed Plastics
DEF-09187,M010,2025-05-07 23:15:00,19,Circuit Board
DEF-09188,M010,2025-05-07 23:55:00,20,Scrap Steel
DEF-09189,M010,2025-05-08 03:05:00,2,Circuit Board
DEF-09190,M010,2025-05-08 03:15:00,3,Sheet Metal
DEF-09191,M010,2025-05-08 03:30:00,10,Solvent
DEF-09192,M010,2025-05-08 03:50:00,3,Reprocessed Plastics
DEF-09193,M010,2025-05-08 06:05:00,10,Steel
DEF-09194,M010,2025-05-08 06:10:00,18,Packaging
DEF-09195,M010,2025-05-08 06:55:00,10,Scrap Steel
DEF-09196,M010,2025-05-08 08:30:00,11,Reprocessed Plastics
DEF-09197,M010,2025-05-08 08:45:00,5,Polypropylene
DEF-09198,M010,2025-05-08 09:00:00,19,Packaging
DEF-09199,M010,2025-05-08 09:30:00,18,Industrial Oil
DEF-09200,M010,2025-05-08 09:40:00,7,Plastic Resin
DEF-09201,M010,2025-05-08 10:10:00,18,Steel
DEF-09202,M010,2025-05-08 11:40:00,15,Industrial Oil
DEF-09203,M010,2025-05-08 12:35:00,2,Aluminum
DEF-09204,M010,2025-05-08 13:20:00,10,Coolant
DEF-09205,M010,2025-05-08 13:30:00,15,Scrap Steel
DEF-09206,M010,2025-05-08 14:40:00,2,Coolant
DEF-09207,M010,2025-05-08 14:45:00,44,Catalyst
DEF-09208,M010,2025-05-08 14:55:00,20,Scrap Steel
DEF-09209,M010,2025-05-08 15:15:00,11,Steel
DEF-09210,M010,2025-05-08 15:50:00,4,Machine Component
DEF-09211,M010,2025-05-08 16:50:00,10,Circuit Board
DEF-09212,M010,2025-05-08 18:35:00,13,Scrap Steel
DEF-09213,M010,2025-05-08 19:25:00,2,Steel
DEF-09214,M010,2025-05-08 20:40:00,9,Coolant
DEF-09215,M010,2025-05-08 22:00:00,7,Reprocessed Plastics
DEF-09216,M010,2025-05-08 22:05:00,16,Coolant
DEF-09217,M010,2025-05-08 23:30:00,20,Solvent
DEF-09218,M010,2025-05-09 02:15:00,12,Plastic Resin
DEF-09219,M010,2025-05-09 02:20:00,16,Circuit Board
DEF-09220,M010,2025-05-09 02:25:00,10,Lead-Based Alloy
DEF-09221,M010,2025-05-09 02:35:00,31,Scrap Steel
DEF-09222,M010,2025-05-09 03:50:00,6,Coolant
DEF-09223,M010,2025-05-09 05:10:00,24,Aluminum
DEF-09224,M010,2025-05-09 06:15:00,2,Circuit Board
DEF-09225,M010,2025-05-09 06:35:00,7,Coolant
DEF-09226,M010,2025-05-09 06:55:00,4,Coolant
DEF-09227,M010,2025-05-09 07:20:00,15,Plastic Resin
DEF-09228,M010,2025-05-09 09:05:00,3,Industrial Oil
DEF-09229,M010,2025-05-09 10:00:00,7,Circuit Board
DEF-09230,M010,2025-05-09 10:30:00,3,Plastic Resin
DEF-09231,M010,2025-05-09 10:35:00,2,Solvent
DEF-09232,M010,2025-05-09 11:55:00,26,Steel
DEF-09233,M010,2025-05-09 13:00:00,14,Lead-Based Alloy
DEF-09234,M010,2025-05-09 14:55:00,14,Reprocessed Plastics
DEF-09235,M010,2025-05-09 15:25:00,1,Lead-Based Alloy
DEF-09236,M010,2025-05-09 16:10:00,1,Scrap Steel
DEF-09237,M010,2025-05-09 16:30:00,18,Industrial Oil
DEF-09238,M010,2025-05-09 16:50:00,6,Sheet Metal
DEF-09239,M010,2025-05-09 17:15:00,19,Solvent
DEF-09240,M010,2025-05-09 17:20:00,20,Plastic Resin
DEF-09241,M010,2025-05-09 18:55:00,7,Aluminum
DEF-09242,M010,2025-05-09 21:20:00,19,Lead-Based Alloy
DEF-09243,M010,2025-05-09 21:40:00,13,Industrial Oil
DEF-09244,M010,2025-05-09 22:20:00,3,Steel
DEF-09245,M010,2025-05-09 23:10:00,35,Plastic Resin
DEF-09246,M010,2025-05-09 23:20:00,7,Solvent
DEF-09247,M010,2025-05-10 00:10:00,38,Solvent
DEF-09248,M010,2025-05-10 01:30:00,2,Packaging
DEF-09249,M010,2025-05-10 02:00:00,8,Coolant
DEF-09250,M010,2025-05-10 02:40:00,25,Scrap Steel
DEF-09251,M010,2025-05-10 03:50:00,18,Lead-Based Alloy
DEF-09252,M010,2025-05-10 04:05:00,26,Reprocessed Plastics
DEF-09253,M010,2025-05-10 05:10:00,9,Plastic Resin
DEF-09254,M010,2025-05-10 06:45:00,33,Industrial Oil
DEF-09255,M010,2025-05-10 09:05:00,3,Scrap Steel
DEF-09256,M010,2025-05-10 09:10:00,15,Reprocessed Plastics
DEF-09257,M010,2025-05-10 09:15:00,30,Lead-Based Alloy
DEF-09258,M010,2025-05-10 09:55:00,1,Textiles
DEF-09259,M010,2025-05-10 10:05:00,2,Sheet Metal
DEF-09260,M010,2025-05-10 10:10:00,6,Scrap Steel
DEF-09261,M010,2025-05-10 10:55:00,7,Machine Component
DEF-09262,M010,2025-05-10 11:10:00,25,Solvent
DEF-09263,M010,2025-05-10 12:05:00,13,Machine Component
DEF-09264,M010,2025-05-10 13:35:00,2,Packaging
DEF-09265,M010,2025-05-10 13:45:00,20,Catalyst
DEF-09266,M010,2025-05-10 14:10:00,0,Lead-Based Alloy
DEF-09267,M010,2025-05-10 16:10:00,7,Plastic Resin
DEF-09268,M010,2025-05-10 16:20:00,1,Lead-Based Alloy
DEF-09269,M010,2025-05-10 16:30:00,17,Circuit Board
DEF-09270,M010,2025-05-10 17:05:00,0,Lead-Based Alloy
DEF-09271,M010,2025-05-10 17:25:00,36,Reprocessed Plastics
DEF-09272,M010,2025-05-10 17:50:00,25,Solvent
DEF-09273,M010,2025-05-10 20:30:00,3,Plastic Resin
DEF-09274,M010,2025-05-10 21:15:00,21,Scrap Steel
DEF-09275,M010,2025-05-10 21:45:00,5,Sheet Metal
DEF-09276,M010,2025-05-10 22:20:00,34,Lead-Based Alloy
DEF-09277,M010,2025-05-10 22:40:00,3,Reprocessed Plastics
DEF-09278,M010,2025-05-10 23:00:00,9,Scrap Steel
DEF-09279,M010,2025-05-10 23:10:00,1,Solvent
DEF-09280,M010,2025-05-10 23:25:00,1,Scrap Steel
DEF-09281,M010,2025-05-10 23:30:00,24,Sheet Metal
DEF-09282,M010,2025-05-10 23:40:00,8,Industrial Oil
DEF-09283,M010,2025-05-11 00:05:00,13,Cotton
DEF-09284,M010,2025-05-11 01:45:00,15,Scrap Steel
DEF-09285,M010,2025-05-11 03:00:00,36,Industrial Oil
DEF-09286,M010,2025-05-11 04:15:00,21,Coolant
DEF-09287,M010,2025-05-11 05:10:00,19,Sheet Metal
DEF-09288,M010,2025-05-11 05:50:00,5,Catalyst
DEF-09289,M010,2025-05-11 06:00:00,7,Sheet Metal
DEF-09290,M010,2025-05-11 06:05:00,18,Scrap Steel
DEF-09291,M010,2025-05-11 07:55:00,5,Reprocessed Plastics
DEF-09292,M010,2025-05-11 08:20:00,3,Scrap Steel
DEF-09293,M010,2025-05-11 08:25:00,18,Solvent
DEF-09294,M010,2025-05-11 08:55:00,42,Packaging
DEF-09295,M010,2025-05-11 09:40:00,21,Sheet Metal
DEF-09296,M010,2025-05-11 11:10:00,3,Packaging
DEF-09297,M010,2025-05-11 11:25:00,7,Textiles
DEF-09298,M010,2025-05-11 11:45:00,6,Scrap Steel
DEF-09299,M010,2025-05-11 12:20:00,32,Textiles
DEF-09300,M010,2025-05-11 13:30:00,1,Machine Component
DEF-09301,M010,2025-05-11 14:15:00,24,Polypropylene
DEF-09302,M010,2025-05-11 15:10:00,8,Solvent
DEF-09303,M010,2025-05-11 15:30:00,16,Textiles
DEF-09304,M010,2025-05-11 15:45:00,23,Machine Component
DEF-09305,M010,2025-05-11 18:40:00,15,Lead-Based Alloy
DEF-09306,M010,2025-05-11 19:15:00,23,Steel
DEF-09307,M010,2025-05-11 19:25:00,38,Catalyst
DEF-09308,M010,2025-05-11 20:05:00,5,Machine Component
DEF-09309,M010,2025-05-11 20:50:00,3,Machine Component
DEF-09310,M010,2025-05-11 23:15:00,41,Sheet Metal
DEF-09311,M010,2025-05-11 23:40:00,5,Plastic Resin
DEF-09312,M010,2025-05-12 00:35:00,12,Coolant
DEF-09313,M010,2025-05-12 00:55:00,0,Textiles
DEF-09314,M010,2025-05-12 02:05:00,15,Cotton
DEF-09315,M010,2025-05-12 02:25:00,25,Polypropylene
DEF-09316,M010,2025-05-12 02:50:00,7,Steel
DEF-09317,M010,2025-05-12 03:10:00,9,Machine Component
DEF-09318,M010,2025-05-12 03:40:00,2,Scrap Steel
DEF-09319,M010,2025-05-12 05:20:00,10,Scrap Steel
DEF-09320,M010,2025-05-12 05:50:00,2,Circuit Board
DEF-09321,M010,2025-05-12 08:10:00,42,Solvent
DEF-09322,M010,2025-05-12 10:15:00,3,Steel
DEF-09323,M010,2025-05-12 12:35:00,10,Cotton
DEF-09324,M010,2025-05-12 13:00:00,10,Solvent
DEF-09325,M010,2025-05-12 17:10:00,47,Polypropylene
DEF-09326,M010,2025-05-12 17:30:00,4,Aluminum
DEF-09327,M010,2025-05-12 18:10:00,12,Cotton
DEF-09328,M010,2025-05-12 19:35:00,13,Scrap Steel
DEF-09329,M010,2025-05-12 22:40:00,16,Scrap Steel
DEF-09330,M010,2025-05-12 22:50:00,0,Packaging
DEF-09331,M010,2025-05-12 23:15:00,4,Sheet Metal
DEF-09332,M010,2025-05-13 00:00:00,17,Lead-Based Alloy
DEF-09333,M010,2025-05-13 00:15:00,6,Plastic Resin
DEF-09334,M010,2025-05-13 01:00:00,30,Scrap Steel
DEF-09335,M010,2025-05-13 01:20:00,21,Sheet Metal
DEF-09336,M010,2025-05-13 03:00:00,2,Industrial Oil
DEF-09337,M010,2025-05-13 04:25:00,1,Plastic Resin
DEF-09338,M010,2025-05-13 05:35:00,5,Cotton
DEF-09339,M010,2025-05-13 06:10:00,19,Aluminum
DEF-09340,M010,2025-05-13 06:25:00,11,Lead-Based Alloy
DEF-09341,M010,2025-05-13 06:40:00,18,Catalyst
DEF-09342,M010,2025-05-13 07:40:00,10,Catalyst
DEF-09343,M010,2025-05-13 08:05:00,41,Scrap Steel
DEF-09344,M010,2025-05-13 08:20:00,0,Aluminum
DEF-09345,M010,2025-05-13 08:30:00,8,Reprocessed Plastics
DEF-09346,M010,2025-05-13 09:05:00,14,Solvent
DEF-09347,M010,2025-05-13 09:10:00,19,Scrap Steel
DEF-09348,M010,2025-05-13 09:25:00,43,Circuit Board
DEF-09349,M010,2025-05-13 09:50:00,0,Aluminum
DEF-09350,M010,2025-05-13 10:40:00,14,Lead-Based Alloy
DEF-09351,M010,2025-05-13 11:20:00,3,Circuit Board
DEF-09352,M010,2025-05-13 12:10:00,25,Circuit Board
DEF-09353,M010,2025-05-13 12:30:00,2,Reprocessed Plastics
DEF-09354,M010,2025-05-13 14:40:00,14,Reprocessed Plastics
DEF-09355,M010,2025-05-13 16:35:00,40,Coolant
DEF-09356,M010,2025-05-13 16:40:00,9,Machine Component
DEF-09357,M010,2025-05-13 18:00:00,35,Solvent
DEF-09358,M010,2025-05-13 18:35:00,2,Solvent
DEF-09359,M010,2025-05-13 19:50:00,30,Scrap Steel
DEF-09360,M010,2025-05-13 20:00:00,1,Plastic Resin
DEF-09361,M010,2025-05-13 21:40:00,2,Coolant
DEF-09362,M010,2025-05-13 23:55:00,30,Packaging
DEF-09363,M010,2025-05-14 01:40:00,5,Packaging
DEF-09364,M010,2025-05-14 03:10:00,18,Lead-Based Alloy
DEF-09365,M010,2025-05-14 04:25:00,2,Industrial Oil
DEF-09366,M010,2025-05-14 04:30:00,12,Coolant
DEF-09367,M010,2025-05-14 04:45:00,7,Polypropylene
DEF-09368,M010,2025-05-14 06:30:00,6,Solvent
DEF-09369,M010,2025-05-14 06:55:00,44,Machine Component
DEF-09370,M010,2025-05-14 07:15:00,8,Plastic Resin
DEF-09371,M010,2025-05-14 08:35:00,18,Scrap Steel
DEF-09372,M010,2025-05-14 10:15:00,11,Plastic Resin
DEF-09373,M010,2025-05-14 10:30:00,6,Industrial Oil
DEF-09374,M010,2025-05-14 10:40:00,3,Machine Component
DEF-09375,M010,2025-05-14 11:05:00,26,Sheet Metal
DEF-09376,M010,2025-05-14 11:45:00,5,Polypropylene
DEF-09377,M010,2025-05-14 13:00:00,30,Sheet Metal
DEF-09378,M010,2025-05-14 13:10:00,27,Aluminum
DEF-09379,M010,2025-05-14 13:25:00,4,Catalyst
DEF-09380,M010,2025-05-14 15:25:00,10,Scrap Steel
DEF-09381,M010,2025-05-14 16:05:00,13,Circuit Board
DEF-09382,M010,2025-05-14 17:40:00,15,Scrap Steel
DEF-09383,M010,2025-05-14 17:50:00,19,Textiles
DEF-09384,M010,2025-05-14 19:20:00,3,Coolant
DEF-09385,M010,2025-05-14 19:30:00,1,Industrial Oil
DEF-09386,M010,2025-05-14 20:45:00,3,Packaging
DEF-09387,M010,2025-05-14 21:30:00,37,Scrap Steel
DEF-09388,M010,2025-05-14 22:05:00,16,Solvent
DEF-09389,M010,2025-05-15 00:30:00,20,Coolant
DEF-09390,M010,2025-05-15 01:40:00,14,Lead-Based Alloy
DEF-09391,M010,2025-05-15 04:10:00,15,Textiles
DEF-09392,M010,2025-05-15 06:30:00,1,Lead-Based Alloy
DEF-09393,M010,2025-05-15 07:25:00,10,Packaging
DEF-09394,M010,2025-05-15 07:50:00,19,Circuit Board
DEF-09395,M010,2025-05-15 09:00:00,17,Polypropylene
DEF-09396,M010,2025-05-15 10:05:00,43,Reprocessed Plastics
DEF-09397,M010,2025-05-15 10:45:00,16,Packaging
DEF-09398,M010,2025-05-15 11:25:00,22,Textiles
DEF-09399,M010,2025-05-15 11:30:00,2,Cotton
DEF-09400,M010,2025-05-15 12:05:00,9,Lead-Based Alloy
DEF-09401,M010,2025-05-15 12:40:00,19,Reprocessed Plastics
DEF-09402,M010,2025-05-15 14:05:00,8,Lead-Based Alloy
DEF-09403,M010,2025-05-15 14:50:00,4,Textiles
DEF-09404,M010,2025-05-15 16:55:00,0,Industrial Oil
DEF-09405,M010,2025-05-15 17:45:00,15,Reprocessed Plastics
DEF-09406,M010,2025-05-15 17:55:00,16,Industrial Oil
DEF-09407,M010,2025-05-15 19:15:00,29,Reprocessed Plastics
DEF-09408,M010,2025-05-15 19:20:00,22,Polypropylene
DEF-09409,M010,2025-05-15 19:25:00,14,Industrial Oil
DEF-09410,M010,2025-05-15 21:35:00,12,Solvent
DEF-09411,M010,2025-05-15 21:50:00,3,Coolant
DEF-09412,M010,2025-05-15 21:55:00,30,Circuit Board
DEF-09413,M010,2025-05-15 23:15:00,4,Solvent
DEF-09414,M010,2025-05-15 23:30:00,3,Lead-Based Alloy
DEF-09415,M010,2025-05-16 00:50:00,9,Reprocessed Plastics
DEF-09416,M010,2025-05-16 01:15:00,18,Reprocessed Plastics
DEF-09417,M010,2025-05-16 01:50:00,2,Packaging
DEF-09418,M010,2025-05-16 03:10:00,12,Plastic Resin
DEF-09419,M010,2025-05-16 03:40:00,5,Cotton
DEF-09420,M010,2025-05-16 05:05:00,4,Scrap Steel
DEF-09421,M010,2025-05-16 08:15:00,37,Circuit Board
DEF-09422,M010,2025-05-16 08:55:00,13,Sheet Metal
DEF-09423,M010,2025-05-16 09:25:00,5,Machine Component
DEF-09424,M010,2025-05-16 09:30:00,1,Scrap Steel
DEF-09425,M010,2025-05-16 10:10:00,18,Reprocessed Plastics
DEF-09426,M010,2025-05-16 10:20:00,10,Catalyst
DEF-09427,M010,2025-05-16 11:05:00,8,Textiles
DEF-09428,M010,2025-05-16 12:35:00,1,Sheet Metal
DEF-09429,M010,2025-05-16 12:45:00,25,Circuit Board
DEF-09430,M010,2025-05-16 14:05:00,4,Machine Component
DEF-09431,M010,2025-05-16 15:10:00,3,Reprocessed Plastics
DEF-09432,M010,2025-05-16 15:45:00,17,Sheet Metal
DEF-09433,M010,2025-05-16 16:50:00,12,Textiles
DEF-09434,M010,2025-05-16 17:05:00,23,Textiles
DEF-09435,M010,2025-05-16 20:45:00,4,Reprocessed Plastics
DEF-09436,M010,2025-05-16 23:30:00,19,Sheet Metal
DEF-09437,M010,2025-05-16 23:35:00,1,Industrial Oil
DEF-09438,M010,2025-05-17 01:55:00,38,Solvent
DEF-09439,M010,2025-05-17 02:30:00,11,Packaging
DEF-09440,M010,2025-05-17 03:40:00,21,Plastic Resin
DEF-09441,M010,2025-05-17 06:20:00,21,Textiles
DEF-09442,M010,2025-05-17 07:00:00,2,Machine Component
DEF-09443,M010,2025-05-17 07:40:00,19,Aluminum
DEF-09444,M010,2025-05-17 08:50:00,15,Plastic Resin
DEF-09445,M010,2025-05-17 09:15:00,36,Solvent
DEF-09446,M010,2025-05-17 09:40:00,28,Solvent
DEF-09447,M010,2025-05-17 11:35:00,1,Packaging
DEF-09448,M010,2025-05-17 12:15:00,5,Textiles
DEF-09449,M010,2025-05-17 14:40:00,25,Scrap Steel
DEF-09450,M010,2025-05-17 14:50:00,26,Solvent
DEF-09451,M010,2025-05-17 15:05:00,2,Machine Component
DEF-09452,M010,2025-05-17 16:35:00,7,Solvent
DEF-09453,M010,2025-05-17 17:20:00,4,Circuit Board
DEF-09454,M010,2025-05-17 17:25:00,24,Scrap Steel
DEF-09455,M010,2025-05-17 18:45:00,13,Solvent
DEF-09456,M010,2025-05-17 20:25:00,37,Polypropylene
DEF-09457,M010,2025-05-17 20:50:00,3,Machine Component
DEF-09458,M010,2025-05-17 23:40:00,8,Aluminum
DEF-09459,M010,2025-05-18 00:40:00,11,Solvent
DEF-09460,M010,2025-05-18 01:20:00,6,Circuit Board
DEF-09461,M010,2025-05-18 03:15:00,3,Plastic Resin
DEF-09462,M010,2025-05-18 03:35:00,34,Catalyst
DEF-09463,M010,2025-05-18 04:20:00,6,Catalyst
DEF-09464,M010,2025-05-18 06:05:00,25,Cotton
